0.960159 0.496883 -0.160682 -0.816886 -0.809513 -0.145929 0.492135 0.930552 0.463821 -0.165019 -0.494772 -0.824359 -0.102908 0.276099 0.748153 0.596223 -0.0934686 -0.420611 -0.879545 -0.250208 0.150449 0.334614 0.961725 0.273841 -0.162078 -0.760815 -0.886165 -0.0336693 0.328149 1.12708 0.49688 0.125376 -0.845075 -1.07866 -0.250222 0.140753 1.25922 0.543017 0.1754 -0.813255 -1.0792 -0.258711 0.193439 1.33106 0.599217 0.175098 -0.911163 -1.20416 -0.35949 0.155492 1.39907 0.748388 0.336305 -0.803527 -1.22904 -0.501255 -0.0590181 1.22734 0.711687 0.459822 -0.567517 -1.02725 -0.426003 -0.167873 1.01841 0.5301 0.402954 -0.467708 -0.882964 -0.324153 -0.19249 0.923704 0.465874 0.437631 -0.330497 -0.781439 -0.345404 -0.38474 0.682066 0.347309 0.544845 -0.0151896 -0.470784 -0.223124 -0.561228 0.316132 0.0259403 0.455649 0.195623 -0.134815 0.0355662 -0.547645 0.112041 -0.217136 0.332009 0.281789 0.0353627 0.150405 -0.60372 -0.0672178 
-0.494772 -0.824359 -0.102908 0.276099 0.748153 0.596223 -0.0934686 -0.420611 -0.879545 -0.250208 0.150449 0.334614 0.961725 0.273841 -0.162078 -0.760815 -0.886165 -0.0336693 0.328149 1.12708 0.49688 0.125376 -0.845075 -1.07866 -0.250222 0.140753 1.25922 0.543017 0.1754 -0.813255 -1.0792 -0.258711 0.193439 1.33106 0.599217 0.175098 -0.911163 -1.20416 -0.35949 0.155492 1.39907 0.748388 0.336305 -0.803527 -1.22904 -0.501255 -0.0590181 1.22734 0.711687 0.459822 -0.567517 -1.02725 -0.426003 -0.167873 1.01841 0.5301 0.402954 -0.467708 -0.882964 -0.324153 -0.19249 0.923704 0.465874 0.437631 -0.330497 -0.781439 -0.345404 -0.38474 0.682066 0.347309 0.544845 -0.0151896 -0.470784 -0.223124 -0.561228 0.316132 0.0259403 0.455649 0.195623 -0.134815 0.0355662 -0.547645 0.112041 -0.217136 0.332009 0.281789 0.0353627 0.150405 -0.60372 -0.0672178 -0.457776 -0.325455 -0.215776 -0.0305259 0.729429 -0.0676191 0.171944 -0.750876 -0.318658 0.112787 
0.150449 0.334614 0.961725 0.273841 -0.162078 -0.760815 -0.886165 -0.0336693 0.328149 1.12708 0.49688 0.125376 -0.845075 -1.07866 -0.250222 0.140753 1.25922 0.543017 0.1754 -0.813255 -1.0792 -0.258711 0.193439 1.33106 0.599217 0.175098 -0.911163 -1.20416 -0.35949 0.155492 1.39907 0.748388 0.336305 -0.803527 -1.22904 -0.501255 -0.0590181 1.22734 0.711687 0.459822 -0.567517 -1.02725 -0.426003 -0.167873 1.01841 0.5301 0.402954 -0.467708 -0.882964 -0.324153 -0.19249 0.923704 0.465874 0.437631 -0.330497 -0.781439 -0.345404 -0.38474 0.682066 0.347309 0.544845 -0.0151896 -0.470784 -0.223124 -0.561228 0.316132 0.0259403 0.455649 0.195623 -0.134815 0.0355662 -0.547645 0.112041 -0.217136 0.332009 0.281789 0.0353627 0.150405 -0.60372 -0.0672178 -0.457776 -0.325455 -0.215776 -0.0305259 0.729429 -0.0676191 0.171944 -0.750876 -0.318658 0.112787 -0.0173233 0.648248 -0.0941393 0.0580985 -0.465874 -0.36471 0.147794 0.0383057 0.666637 -0.113563 
0.49688 0.125376 -0.845075 -1.07866 -0.250222 0.140753 1.25922 0.543017 0.1754 -0.813255 -1.0792 -0.258711 0.193439 1.33106 0.599217 0.175098 -0.911163 -1.20416 -0.35949 0.155492 1.39907 0.748388 0.336305 -0.803527 -1.22904 -0.501255 -0.0590181 1.22734 0.711687 0.459822 -0.567517 -1.02725 -0.426003 -0.167873 1.01841 0.5301 0.402954 -0.467708 -0.882964 -0.324153 -0.19249 0.923704 0.465874 0.437631 -0.330497 -0.781439 -0.345404 -0.38474 0.682066 0.347309 0.544845 -0.0151896 -0.470784 -0.223124 -0.561228 0.316132 0.0259403 0.455649 0.195623 -0.134815 0.0355662 -0.547645 0.112041 -0.217136 0.332009 0.281789 0.0353627 0.150405 -0.60372 -0.0672178 -0.457776 -0.325455 -0.215776 -0.0305259 0.729429 -0.0676191 0.171944 -0.750876 -0.318658 0.112787 -0.0173233 0.648248 -0.0941393 0.0580985 -0.465874 -0.36471 0.147794 0.0383057 0.666637 -0.113563 0.107299 -0.124489 0.0402493 -0.0659442 0.00373585 0.0410033 -0.0872156 0.0672388 -0.107593 0.102725 
-1.0792 -0.258711 0.193439 1.33106 0.599217 0.175098 -0.911163 -1.20416 -0.35949 0.155492 1.39907 0.748388 0.336305 -0.803527 -1.22904 -0.501255 -0.0590181 1.22734 0.711687 0.459822 -0.567517 -1.02725 -0.426003 -0.167873 1.01841 0.5301 0.402954 -0.467708 -0.882964 -0.324153 -0.19249 0.923704 0.465874 0.437631 -0.330497 -0.781439 -0.345404 -0.38474 0.682066 0.347309 0.544845 -0.0151896 -0.470784 -0.223124 -0.561228 0.316132 0.0259403 0.455649 0.195623 -0.134815 0.0355662 -0.547645 0.112041 -0.217136 0.332009 0.281789 0.0353627 0.150405 -0.60372 -0.0672178 -0.457776 -0.325455 -0.215776 -0.0305259 0.729429 -0.0676191 0.171944 -0.750876 -0.318658 0.112787 -0.0173233 0.648248 -0.0941393 0.0580985 -0.465874 -0.36471 0.147794 0.0383057 0.666637 -0.113563 0.107299 -0.124489 0.0402493 -0.0659442 0.00373585 0.0410033 -0.0872156 0.0672388 -0.107593 0.102725 -0.0169418 0.00728983 -0.0069066 0.0183877 -7.00626e+263 0.00964198 0.00943025 -0.0102913 0.00486095 -0.0238373 
1.39907 0.748388 0.336305 -0.803527 -1.22904 -0.501255 -0.0590181 1.22734 0.711687 0.459822 -0.567517 -1.02725 -0.426003 -0.167873 1.01841 0.5301 0.402954 -0.467708 -0.882964 -0.324153 -0.19249 0.923704 0.465874 0.437631 -0.330497 -0.781439 -0.345404 -0.38474 0.682066 0.347309 0.544845 -0.0151896 -0.470784 -0.223124 -0.561228 0.316132 0.0259403 0.455649 0.195623 -0.134815 0.0355662 -0.547645 0.112041 -0.217136 0.332009 0.281789 0.0353627 0.150405 -0.60372 -0.0672178 -0.457776 -0.325455 -0.215776 -0.0305259 0.729429 -0.0676191 0.171944 -0.750876 -0.318658 0.112787 -0.0173233 0.648248 -0.0941393 0.0580985 -0.465874 -0.36471 0.147794 0.0383057 0.666637 -0.113563 0.107299 -0.124489 0.0402493 -0.0659442 0.00373585 0.0410033 -0.0872156 0.0672388 -0.107593 0.102725 -0.0169418 0.00728983 -0.0069066 0.0183877 -7.00626e+263 0.00964198 0.00943025 -0.0102913 0.00486095 -0.0238373 0.00053841 0.000170843 0.00038964 -0.00162761 -0.000179175 -0.00134947 -0.000388848 0.000676703 -0.000168654 0.0020992 
-0.567517 -1.02725 -0.426003 -0.167873 1.01841 0.5301 0.402954 -0.467708 -0.882964 -0.324153 -0.19249 0.923704 0.465874 0.437631 -0.330497 -0.781439 -0.345404 -0.38474 0.682066 0.347309 0.544845 -0.0151896 -0.470784 -0.223124 -0.561228 0.316132 0.0259403 0.455649 0.195623 -0.134815 0.0355662 -0.547645 0.112041 -0.217136 0.332009 0.281789 0.0353627 0.150405 -0.60372 -0.0672178 -0.457776 -0.325455 -0.215776 -0.0305259 0.729429 -0.0676191 0.171944 -0.750876 -0.318658 0.112787 -0.0173233 0.648248 -0.0941393 0.0580985 -0.465874 -0.36471 0.147794 0.0383057 0.666637 -0.113563 0.107299 -0.124489 0.0402493 -0.0659442 0.00373585 0.0410033 -0.0872156 0.0672388 -0.107593 0.102725 -0.0169418 0.00728983 -0.0069066 0.0183877 -7.00626e+263 0.00964198 0.00943025 -0.0102913 0.00486095 -0.0238373 0.00053841 0.000170843 0.00038964 -0.00162761 -0.000179175 -0.00134947 -0.000388848 0.000676703 -0.000168654 0.0020992 -7.00626e+263 -4.34174e-05 6.94243e-06 5.32836e-05 1.46409e-05 4.92982e-05 2.48355e-05 -4.23027e-05 2.5003e-05 -0.000105251 
-0.19249 0.923704 0.465874 0.437631 -0.330497 -0.781439 -0.345404 -0.38474 0.682066 0.347309 0.544845 -0.0151896 -0.470784 -0.223124 -0.561228 0.316132 0.0259403 0.455649 0.195623 -0.134815 0.0355662 -0.547645 0.112041 -0.217136 0.332009 0.281789 0.0353627 0.150405 -0.60372 -0.0672178 -0.457776 -0.325455 -0.215776 -0.0305259 0.729429 -0.0676191 0.171944 -0.750876 -0.318658 0.112787 -0.0173233 0.648248 -0.0941393 0.0580985 -0.465874 -0.36471 0.147794 0.0383057 0.666637 -0.113563 0.107299 -0.124489 0.0402493 -0.0659442 0.00373585 0.0410033 -0.0872156 0.0672388 -0.107593 0.102725 -0.0169418 0.00728983 -0.0069066 0.0183877 -7.00626e+263 0.00964198 0.00943025 -0.0102913 0.00486095 -0.0238373 0.00053841 0.000170843 0.00038964 -0.00162761 -0.000179175 -0.00134947 -0.000388848 0.000676703 -0.000168654 0.0020992 -7.00626e+263 -4.34174e-05 6.94243e-06 5.32836e-05 1.46409e-05 4.92982e-05 2.48355e-05 -4.23027e-05 2.5003e-05 -0.000105251 -2.21353e-06 1.80989e-06 -7.87579e-07 3.82744e-07 -1.40828e-06 -4.0341e-07 -7.00626e+263 2.84099e-06 -1.79291e-06 4.53688e-06 
0.544845 -0.0151896 -0.470784 -0.223124 -0.561228 0.316132 0.0259403 0.455649 0.195623 -0.134815 0.0355662 -0.547645 0.112041 -0.217136 0.332009 0.281789 0.0353627 0.150405 -0.60372 -0.0672178 -0.457776 -0.325455 -0.215776 -0.0305259 0.729429 -0.0676191 0.171944 -0.750876 -0.318658 0.112787 -0.0173233 0.648248 -0.0941393 0.0580985 -0.465874 -0.36471 0.147794 0.0383057 0.666637 -0.113563 0.107299 -0.124489 0.0402493 -0.0659442 0.00373585 0.0410033 -0.0872156 0.0672388 -0.107593 0.102725 -0.0169418 0.00728983 -0.0069066 0.0183877 -7.00626e+263 0.00964198 0.00943025 -0.0102913 0.00486095 -0.0238373 0.00053841 0.000170843 0.00038964 -0.00162761 -0.000179175 -0.00134947 -0.000388848 0.000676703 -0.000168654 0.0020992 -7.00626e+263 -4.34174e-05 6.94243e-06 5.32836e-05 1.46409e-05 4.92982e-05 2.48355e-05 -4.23027e-05 2.5003e-05 -0.000105251 -2.21353e-06 1.80989e-06 -7.87579e-07 3.82744e-07 -1.40828e-06 -4.0341e-07 -7.00626e+263 2.84099e-06 -1.79291e-06 4.53688e-06 1.09967e-07 -3.00335e-08 -2.50813e-08 -7.3327e-08 6.34557e-08 -6.93887e-09 1.57369e-07 -1.20361e-07 2.59916e-08 -1.77697e-07 
0.0355662 -0.547645 0.112041 -0.217136 0.332009 0.281789 0.0353627 0.150405 -0.60372 -0.0672178 -0.457776 -0.325455 -0.215776 -0.0305259 0.729429 -0.0676191 0.171944 -0.750876 -0.318658 0.112787 -0.0173233 0.648248 -0.0941393 0.0580985 -0.465874 -0.36471 0.147794 0.0383057 0.666637 -0.113563 0.107299 -0.124489 0.0402493 -0.0659442 0.00373585 0.0410033 -0.0872156 0.0672388 -0.107593 0.102725 -0.0169418 0.00728983 -0.0069066 0.0183877 -7.00626e+263 0.00964198 0.00943025 -0.0102913 0.00486095 -0.0238373 0.00053841 0.000170843 0.00038964 -0.00162761 -0.000179175 -0.00134947 -0.000388848 0.000676703 -0.000168654 0.0020992 -7.00626e+263 -4.34174e-05 6.94243e-06 5.32836e-05 1.46409e-05 4.92982e-05 2.48355e-05 -4.23027e-05 2.5003e-05 -0.000105251 -2.21353e-06 1.80989e-06 -7.87579e-07 3.82744e-07 -1.40828e-06 -4.0341e-07 -7.00626e+263 2.84099e-06 -1.79291e-06 4.53688e-06 1.09967e-07 -3.00335e-08 -2.50813e-08 -7.3327e-08 6.34557e-08 -6.93887e-09 1.57369e-07 -1.20361e-07 2.59916e-08 -1.77697e-07 4.68276e-09 2.5517e-11 -2.01647e-09 -2.03645e-09 2.01402e-09 -4.34021e-10 5.85078e-09 -2.27385e-09 -1.05306e-09 -5.40659e-09 
