
2.23726 1.67562 1.34421 1.14721 1.02651 0.949388 0.897168 0.858726 0.827116 0.797816 0.767791 0.734981 0.697998 0.655947 0.608315 0.554892 0.495719 0.431049 0.361311 0.287088 0.209086 0.128113 0.0450575 -0.0391391 -0.123501 -0.207043 -0.28879 -0.367807 -0.443212 -0.514206 -0.580094 -0.640309 -0.694436 -0.742241 -0.783703 -0.819055 -0.848837 -0.873969 -0.895869 -0.91663 -0.939317 -0.968489 -1.01113 -1.0784 -1.18902 -1.37574 -1.69673 -2.24785 -0 
0.96204 1.10968 1.06571 0.993372 0.930672 0.882361 0.845297 0.815246 0.788539 0.762314 0.734434 0.703342 0.667947 0.627532 0.581689 0.530266 0.473334 0.411152 0.344143 0.272868 0.198003 0.120321 0.0406676 -0.0400593 -0.120931 -0.201009 -0.279368 -0.355114 -0.427408 -0.495487 -0.558685 -0.616455 -0.668392 -0.714253 -0.753989 -0.787773 -0.816039 -0.839531 -0.859369 -0.87714 -0.895015 -0.91589 -0.943472 -0.982031 -1.03475 -1.09692 -1.13057 -0.972517 -0 
0.500674 0.734217 0.813903 0.827703 0.817768 0.800978 0.782918 0.764607 0.745408 0.724216 0.699927 0.671613 0.63857 0.600323 0.556618 0.507398 0.45279 0.39308 0.328701 0.260206 0.188259 0.113607 0.0370657 -0.0404998 -0.118196 -0.195123 -0.270387 -0.343131 -0.412543 -0.477886 -0.538509 -0.59387 -0.643554 -0.68729 -0.724975 -0.756685 -0.7827 -0.803522 -0.819883 -0.832742 -0.843235 -0.852501 -0.861214 -0.868391 -0.868488 -0.844665 -0.754812 -0.511001 -0 
0.30584 0.511399 0.626172 0.683391 0.708819 0.71749 0.716999 0.710718 0.699855 0.684597 0.664709 0.639841 0.609671 0.57398 0.532682 0.485831 0.433624 0.376389 0.314579 0.248755 0.17957 0.107761 0.034121 -0.0405084 -0.115261 -0.189263 -0.261649 -0.331585 -0.398281 -0.461012 -0.519135 -0.5721 -0.619473 -0.660941 -0.696329 -0.725604 -0.748876 -0.76639 -0.778495 -0.785574 -0.787892 -0.785295 -0.776611 -0.758505 -0.723421 -0.656365 -0.531613 -0.315975 -0 
0.210642 0.378059 0.494047 0.568313 0.613507 0.639536 0.652796 0.656961 0.653947 0.64464 0.629375 0.608232 0.581202 0.548292 0.509571 0.465203 0.415458 0.36071 0.301437 0.238212 0.17169 0.102598 0.0317179 -0.0401287 -0.112095 -0.183328 -0.252984 -0.320244 -0.384334 -0.444536 -0.500204 -0.55078 -0.595801 -0.634909 -0.667853 -0.694493 -0.714781 -0.728737 -0.736397 -0.73771 -0.732373 -0.719533 -0.697308 -0.662059 -0.607429 -0.523549 -0.39781 -0.220545 -0 
0.157978 0.29475 0.401565 0.479582 0.534035 0.570486 0.593343 0.605638 0.609267 0.605344 0.594483 0.577025 0.553181 0.523124 0.487054 0.445228 0.39798 0.345728 0.288979 0.228318 0.164403 0.0979579 0.0297538 -0.0394008 -0.108675 -0.177233 -0.244246 -0.308909 -0.370458 -0.428178 -0.481421 -0.529613 -0.572265 -0.608974 -0.639425 -0.663381 -0.680667 -0.691133 -0.694596 -0.690744 -0.678991 -0.658258 -0.626679 -0.58126 -0.517629 -0.430261 -0.313962 -0.167611 -0 
0.125789 0.239923 0.335684 0.411535 0.469053 0.510942 0.539865 0.557965 0.56679 0.567385 0.560438 0.546406 0.525621 0.49837 0.464942 0.425665 0.380925 0.331179 0.276953 0.218846 0.157521 0.0936972 0.0281372 -0.0383617 -0.104983 -0.170904 -0.235311 -0.29741 -0.356444 -0.411703 -0.462534 -0.508351 -0.54864 -0.582964 -0.610952 -0.632297 -0.646733 -0.653997 -0.653782 -0.645659 -0.628971 -0.602701 -0.565336 -0.514766 -0.448364 -0.363461 -0.258519 -0.135113 -0 
0.104487 0.201921 0.287414 0.358808 0.416022 0.460088 0.492406 0.514318 0.526936 0.531106 0.527456 0.516461 0.498501 0.47392 0.443063 0.406303 0.364064 0.316827 0.265137 0.2096 0.15088 0.08969 0.0267865 -0.0370459 -0.101004 -0.16428 -0.226073 -0.285601 -0.342115 -0.394909 -0.443329 -0.486781 -0.524734 -0.556723 -0.582341 -0.601234 -0.613079 -0.617556 -0.614308 -0.602888 -0.582697 -0.552917 -0.512469 -0.460044 -0.394274 -0.314163 -0.219829 -0.113466 -0 
0.0894416 0.174257 0.250854 0.317134 0.372325 0.416544 0.450366 0.474521 0.489714 0.49656 0.495569 0.487171 0.471743 0.449646 0.421248 0.386948 0.34719 0.302468 0.253337 0.200404 0.144331 0.0858247 0.0256284 -0.035486 -0.0967303 -0.157312 -0.216444 -0.273359 -0.327319 -0.377624 -0.423623 -0.464719 -0.500372 -0.530102 -0.553481 -0.570131 -0.579702 -0.581857 -0.576242 -0.562452 -0.540006 -0.508317 -0.466708 -0.414483 -0.351099 -0.27647 -0.191406 -0.0980403 -0 
0.0782023 0.153159 0.222158 0.283337 0.335682 0.378837 0.412874 0.438088 0.454863 0.463596 0.464664 0.458423 0.445217 0.425395 0.399326 0.367416 0.330114 0.287917 0.24138 0.191106 0.137749 0.0820023 0.024597 -0.0337123 -0.0921553 -0.149957 -0.206349 -0.26058 -0.311926 -0.359698 -0.403253 -0.441998 -0.475392 -0.502951 -0.524241 -0.538877 -0.546507 -0.546804 -0.539447 -0.524105 -0.500425 -0.468038 -0.426589 -0.375812 -0.315667 -0.246542 -0.169483 -0.0863872 -0 
0.0693728 0.13634 0.198787 0.255106 0.30424 0.345611 0.378995 0.404401 0.421974 0.431932 0.434528 0.430036 0.418752 0.400996 0.377125 0.347533 0.312664 0.273009 0.229114 0.18157 0.131018 0.0781357 0.0236335 -0.0317537 -0.0872774 -0.142185 -0.195728 -0.247178 -0.295827 -0.341004 -0.382079 -0.418469 -0.449642 -0.475119 -0.494471 -0.507321 -0.513332 -0.512203 -0.50366 -0.487451 -0.463348 -0.431159 -0.390766 -0.342188 -0.285677 -0.221844 -0.151776 -0.0771123 -0 
0.0621069 0.122349 0.17903 0.230769 0.27655 0.315704 0.347849 0.372815 0.39058 0.401223 0.404894 0.40179 0.392155 0.376273 0.354474 0.327136 0.294684 0.257598 0.216405 0.17168 0.124043 0.0741491 0.022686 -0.0296373 -0.0820986 -0.133971 -0.184535 -0.233083 -0.278933 -0.321437 -0.359982 -0.394004 -0.422984 -0.446459 -0.464016 -0.475293 -0.479978 -0.477805 -0.468551 -0.452039 -0.428145 -0.396812 -0.358088 -0.312168 -0.259464 -0.200672 -0.136838 -0.0693712 -0 
