
-1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
-1 -0.509413 -0.320997 -0.236921 -0.194383 -0.170677 -0.156402 -0.147126 -0.140509 -0.135202 -0.130368 -0.125463 -0.120126 -0.114116 -0.107281 -0.0995326 -0.0908335 -0.0811898 -0.0706421 -0.0592608 -0.0471415 -0.0343999 -0.0211691 -0.00759468 0.00616845 0.01996 0.0336179 0.0469822 0.0598988 0.0722232 0.0838238 0.0945867 0.104419 0.113252 0.121048 0.127806 0.133565 0.138417 0.142521 0.146121 0.149583 0.153457 0.158584 0.166322 0.179014 0.201099 0.241987 0.324389 0.511114 1 
-1 -0.715923 -0.536198 -0.430147 -0.367108 -0.328483 -0.303804 -0.287094 -0.274792 -0.264677 -0.255301 -0.245693 -0.235194 -0.223359 -0.209903 -0.194661 -0.177566 -0.15863 -0.137936 -0.115619 -0.091868 -0.0669074 -0.0409962 -0.0144184 0.0125245 0.0395203 0.0662536 0.092413 0.117698 0.141828 0.164546 0.18563 0.204899 0.222219 0.237517 0.250785 0.262098 0.271628 0.27967 0.286678 0.293321 0.300581 0.309916 0.323561 0.345088 0.380486 0.440238 0.542953 0.719311 1 
-1 -0.817266 -0.676094 -0.577948 -0.512262 -0.468492 -0.438758 -0.417621 -0.401388 -0.387535 -0.374309 -0.360482 -0.345195 -0.32786 -0.308092 -0.285673 -0.260519 -0.232657 -0.202211 -0.169387 -0.134459 -0.0977609 -0.0596718 -0.0206083 0.0189874 0.0586579 0.0979409 0.13638 0.173535 0.208994 0.24238 0.273366 0.301684 0.327137 0.349609 0.369082 0.385652 0.39955 0.411171 0.421119 0.430268 0.439861 0.451669 0.468232 0.493264 0.532219 0.593001 0.686171 0.822319 1 
-1 -0.876139 -0.771147 -0.690596 -0.631973 -0.590169 -0.560117 -0.537627 -0.519467 -0.503208 -0.48705 -0.46967 -0.45011 -0.427702 -0.402007 -0.372779 -0.339933 -0.303523 -0.263721 -0.220804 -0.175134 -0.12715 -0.0773504 -0.0262794 0.0254844 0.0773432 0.128693 0.178937 0.2275 0.273842 0.31747 0.357953 0.394937 0.428157 0.45745 0.482777 0.504237 0.522092 0.536797 0.549041 0.559799 0.570417 0.582717 0.59915 0.622973 0.658402 0.71053 0.784493 0.882831 1 
-1 -0.915135 -0.839741 -0.778323 -0.730947 -0.695314 -0.668355 -0.64706 -0.628818 -0.611488 -0.59338 -0.573189 -0.549944 -0.522954 -0.491765 -0.456131 -0.415984 -0.371416 -0.322655 -0.270052 -0.214061 -0.155223 -0.0941552 -0.031527 0.0319501 0.0955414 0.158505 0.220108 0.279642 0.336444 0.389904 0.439489 0.484756 0.525368 0.56111 0.591908 0.617845 0.63919 0.656416 0.670237 0.681652 0.691987 0.702963 0.716748 0.735985 0.763714 0.803037 0.856288 0.923431 1 
-1 -0.943545 -0.892126 -0.848691 -0.813833 -0.786491 -0.764769 -0.746522 -0.729694 -0.712471 -0.693335 -0.67107 -0.644744 -0.613686 -0.57746 -0.535841 -0.488798 -0.436469 -0.379148 -0.317263 -0.251362 -0.182091 -0.110182 -0.0364291 0.0383256 0.113214 0.187358 0.259892 0.329978 0.396829 0.459721 0.518018 0.571187 0.618813 0.660621 0.69649 0.726475 0.750822 0.769993 0.784688 0.795866 0.804776 0.812967 0.822288 0.834832 0.85278 0.878066 0.911792 0.953405 1 
-1 -0.965688 -0.934061 -0.906824 -0.884413 -0.866205 -0.85091 -0.83693 -0.822622 -0.806454 -0.78709 -0.763423 -0.734592 -0.699972 -0.659165 -0.611988 -0.558457 -0.49877 -0.433289 -0.362525 -0.287122 -0.207832 -0.125502 -0.0410482 0.0445583 0.130318 0.21522 0.298266 0.378493 0.45499 0.52692 0.593544 0.654232 0.708493 0.755982 0.796524 0.830127 0.857004 0.877578 0.892508 0.90269 0.909264 0.913605 0.917285 0.921989 0.929355 0.940721 0.956755 0.977067 1 
-1 -0.983797 -0.968901 -0.95611 -0.945525 -0.936588 -0.92827 -0.919279 -0.908243 -0.893844 -0.874898 -0.85041 -0.819594 -0.781885 -0.736938 -0.684623 -0.625011 -0.558365 -0.485125 -0.405888 -0.321393 -0.232498 -0.140165 -0.045433 0.0506013 0.146808 0.242047 0.335191 0.425149 0.510891 0.591466 0.666029 0.733859 0.794378 0.847169 0.891994 0.92881 0.957776 0.979272 0.993898 1.00248 1.00605 1.00583 1.0032 0.999557 0.996256 0.994374 0.994518 0.996641 1 
-1 -0.999124 -0.998676 -0.998796 -0.999231 -0.999333 -0.998138 -0.9945 -0.987204 -0.975074 -0.957043 -0.932209 -0.89986 -0.859492 -0.81082 -0.753769 -0.688474 -0.61527 -0.534673 -0.447369 -0.354194 -0.256114 -0.154203 -0.0496199 0.056413 0.162639 0.267789 0.37061 0.469886 0.564467 0.653291 0.735409 0.810003 0.876408 0.934133 0.982873 1.02252 1.05319 1.0752 1.08909 1.09561 1.09573 1.09054 1.08128 1.0692 1.05552 1.04125 1.0271 1.01338 1 
