
-2.47252e-17 -0.025818 -0.051212 -0.0757651 -0.0990742 -0.120756 -0.140456 -0.157849 -0.17265 -0.184617 -0.193552 -0.199309 -0.201793 -0.200964 -0.196835 -0.189474 -0.179001 -0.16559 -0.14946 -0.130875 -0.110142 -0.0875996 -0.0636193 -0.0385943 -0.0129356 0.0129356 0.0385943 0.0636193 0.0875996 0.110142 0.130875 0.14946 0.16559 0.179001 0.189474 0.196835 0.200964 0.201793 0.199309 0.193552 0.184617 0.17265 0.157849 0.140456 0.120756 0.0990742 0.0757651 0.051212 0.025818 2.47252e-17 
-2.81e-17 -0.0293419 -0.058202 -0.0861065 -0.112597 -0.137239 -0.159627 -0.179394 -0.196216 -0.209816 -0.21997 -0.226513 -0.229336 -0.228394 -0.223701 -0.215335 -0.203434 -0.188192 -0.16986 -0.148739 -0.125175 -0.0995563 -0.0723028 -0.0438621 -0.0147012 0.0147012 0.0438621 0.0723028 0.0995563 0.125175 0.148739 0.16986 0.188192 0.203434 0.215335 0.223701 0.228394 0.229336 0.226513 0.21997 0.209816 0.196216 0.179394 0.159627 0.137239 0.112597 0.0861065 0.058202 0.0293419 2.81e-17 
-3.17656e-17 -0.0331696 -0.0657945 -0.097339 -0.127285 -0.155142 -0.18045 -0.202796 -0.221812 -0.237186 -0.248665 -0.256061 -0.259253 -0.258187 -0.252883 -0.243426 -0.229972 -0.212741 -0.192018 -0.168141 -0.141504 -0.112543 -0.0817347 -0.0495839 -0.0166189 0.0166189 0.0495839 0.0817347 0.112543 0.141504 0.168141 0.192018 0.212741 0.229972 0.243426 0.252883 0.258187 0.259253 0.256061 0.248665 0.237186 0.221812 0.202796 0.18045 0.155142 0.127285 0.097339 0.0657945 0.0331696 3.17656e-17 
-3.57185e-17 -0.0372971 -0.0739819 -0.109452 -0.143125 -0.174447 -0.202905 -0.228032 -0.249414 -0.266701 -0.279609 -0.287925 -0.291514 -0.290316 -0.284351 -0.273717 -0.258589 -0.239215 -0.215912 -0.189065 -0.159113 -0.126548 -0.0919057 -0.0557541 -0.018687 0.018687 0.0557541 0.0919057 0.126548 0.159113 0.189065 0.215912 0.239215 0.258589 0.273717 0.284351 0.290316 0.291514 0.287925 0.279609 0.266701 0.249414 0.228032 0.202905 0.174447 0.143125 0.109452 0.0739819 0.0372971 3.57185e-17 
-3.99498e-17 -0.0417154 -0.0827458 -0.122418 -0.160079 -0.195112 -0.226942 -0.255045 -0.27896 -0.298295 -0.312731 -0.322033 -0.326047 -0.324707 -0.318036 -0.306142 -0.289222 -0.267552 -0.241489 -0.211462 -0.177961 -0.141539 -0.102793 -0.0623587 -0.0209006 0.0209006 0.0623587 0.102793 0.141539 0.177961 0.211462 0.241489 0.267552 0.289222 0.306142 0.318036 0.324707 0.326047 0.322033 0.312731 0.298295 0.27896 0.255045 0.226942 0.195112 0.160079 0.122418 0.0827458 0.0417154 3.99498e-17 
-4.44447e-17 -0.046409 -0.0920559 -0.136191 -0.17809 -0.217065 -0.252476 -0.283741 -0.310347 -0.331857 -0.347918 -0.358266 -0.362732 -0.361241 -0.353819 -0.340587 -0.321763 -0.297655 -0.26866 -0.235254 -0.197985 -0.157464 -0.114359 -0.069375 -0.0232523 0.0232523 0.069375 0.114359 0.157464 0.197985 0.235254 0.26866 0.297655 0.321763 0.340587 0.353819 0.361241 0.362732 0.358266 0.347918 0.331857 0.310347 0.283741 0.252476 0.217065 0.17809 0.136191 0.0920559 0.046409 4.44447e-17 
-4.91824e-17 -0.0513561 -0.101869 -0.150709 -0.197075 -0.240204 -0.27939 -0.313987 -0.34343 -0.367233 -0.385006 -0.396457 -0.401399 -0.399749 -0.391536 -0.376894 -0.356063 -0.329385 -0.297299 -0.260332 -0.219089 -0.17425 -0.126549 -0.0767702 -0.0257309 0.0257309 0.0767702 0.126549 0.17425 0.219089 0.260332 0.297299 0.329385 0.356063 0.376894 0.391536 0.399749 0.401399 0.396457 0.385006 0.367233 0.34343 0.313987 0.27939 0.240204 0.197075 0.150709 0.101869 0.0513561 4.91824e-17 
-5.41358e-17 -0.0565284 -0.112129 -0.165888 -0.216923 -0.264396 -0.307528 -0.345611 -0.378018 -0.404218 -0.423782 -0.436386 -0.441825 -0.44001 -0.430969 -0.414852 -0.391923 -0.362559 -0.327242 -0.286551 -0.241155 -0.191799 -0.139294 -0.0845022 -0.0283224 0.0283224 0.0845022 0.139294 0.191799 0.241155 0.286551 0.327242 0.362559 0.391923 0.414852 0.430969 0.44001 0.441825 0.436386 0.423782 0.404218 0.378018 0.345611 0.307528 0.264396 0.216923 0.165888 0.112129 0.0565284 5.41358e-17 
-5.92713e-17 -0.0618909 -0.122765 -0.181624 -0.237501 -0.289478 -0.336701 -0.378396 -0.413878 -0.442564 -0.463983 -0.477783 -0.483738 -0.48175 -0.471852 -0.454206 -0.429102 -0.396953 -0.358285 -0.313734 -0.264032 -0.209994 -0.152508 -0.0925183 -0.0310091 0.0310091 0.0925183 0.152508 0.209994 0.264032 0.313734 0.358285 0.396953 0.429102 0.454206 0.471852 0.48175 0.483738 0.477783 0.463983 0.442564 0.413878 0.378396 0.336701 0.289478 0.237501 0.181624 0.122765 0.0618909 5.92713e-17 
-6.45489e-17 -0.0674017 -0.133697 -0.197796 -0.258648 -0.315253 -0.366681 -0.412089 -0.45073 -0.48197 -0.505296 -0.520325 -0.526811 -0.524646 -0.513867 -0.494649 -0.46731 -0.432298 -0.390187 -0.341669 -0.287541 -0.228692 -0.166088 -0.100756 -0.0337702 0.0337702 0.100756 0.166088 0.228692 0.287541 0.341669 0.390187 0.432298 0.46731 0.494649 0.513867 0.524646 0.526811 0.520325 0.505296 0.48197 0.45073 0.412089 0.366681 0.315253 0.258648 0.197796 0.133697 0.0674017 6.45489e-17 
