
16.141 6.43497 2.94908 1.50602 0.832496 0.491493 0.311393 0.214282 0.159508 0.123572 0.0924824 0.0586179 0.0191755 -0.0249313 -0.070168 -0.111573 -0.143998 -0.163251 -0.167005 -0.155317 -0.1307 -0.0977453 -0.0623576 -0.0307495 -0.00837603 0.00100497 -0.00402174 -0.022292 -0.0502764 -0.082708 -0.113515 -0.136891 -0.148322 -0.145381 -0.128161 -0.0992529 -0.0633015 -0.0261834 0.00602195 0.0281005 0.0366197 0.0305308 0.011353 -0.0170938 -0.0493611 -0.0793296 -0.101285 -0.110923 -0.106105 -0.0872344 -0.0571873 -0.0208045 0.0159585 0.0470782 0.0675222 0.0741342 0.0661886 0.0455182 0.0161927 -0.0161975 -0.0455231 -0.0661934 -0.074139 -0.067527 -0.0470829 -0.0159632 0.0207999 0.0571828 0.0872299 0.1061 0.110919 0.101281 0.0793256 0.0493573 0.0170901 -0.0113565 -0.0305341 -0.0366229 -0.0281035 -0.00602476 0.0261808 0.0632991 0.0992507 0.128159 0.14538 0.14832 0.136889 0.113514 0.0827072 0.0502758 0.0222917 0.00402171 -0.00100473 0.00837655 0.0307503 0.0623587 0.0977466 0.130701 0.155319 0.167008 0.163254 0.144 0.111576 0.0701714 0.024935 -0.0191715 -0.0586136 -0.0924779 -0.123567 -0.159503 -0.214277 -0.311387 -0.491487 -0.83249 -1.50601 -2.94907 -6.43496 -16.141 -23.3544 
10.9236 6.68189 3.89631 2.28512 1.36927 0.846579 0.547683 0.376122 0.273857 0.204385 0.144903 0.0825812 0.0124595 -0.0642413 -0.141902 -0.212487 -0.267603 -0.300416 -0.307155 -0.287985 -0.247137 -0.192274 -0.133228 -0.0803388 -0.0426808 -0.0265087 -0.0341857 -0.0637918 -0.10948 -0.162516 -0.212832 -0.250797 -0.268924 -0.26319 -0.233749 -0.184908 -0.124373 -0.0619001 -0.0075786 0.0299376 0.0449511 0.0357209 0.00476787 -0.0415695 -0.0942494 -0.143117 -0.17869 -0.193824 -0.18497 -0.1528 -0.102084 -0.0408559 0.021001 0.0734909 0.108263 0.120079 0.107736 0.0742752 0.0264505 -0.0264602 -0.0742849 -0.107746 -0.120089 -0.108273 -0.0735004 -0.0210103 0.0408467 0.102075 0.152791 0.184962 0.193815 0.178682 0.143109 0.0942418 0.0415621 -0.00477491 -0.0357276 -0.0449575 -0.0299437 0.00757296 0.0618949 0.124369 0.184904 0.233745 0.263187 0.268921 0.250794 0.21283 0.162515 0.109478 0.0637913 0.0341857 0.0265092 0.0426819 0.0803404 0.13323 0.192277 0.247141 0.287989 0.307159 0.300421 0.267608 0.212493 0.141909 0.0642487 -0.0124515 -0.0825726 -0.144894 -0.204376 -0.273846 -0.376112 -0.547672 -0.846567 -1.36926 -2.2851 -3.89629 -6.68187 -10.9236 -13.4076 
7.49919 5.50477 3.7101 2.4115 1.54968 1.00236 0.664527 0.458563 0.32909 0.237298 0.157328 0.0741113 -0.0182337 -0.1181 -0.218448 -0.309228 -0.379947 -0.422069 -0.430914 -0.406757 -0.354991 -0.285335 -0.210235 -0.142771 -0.0944213 -0.0730999 -0.0818067 -0.118132 -0.174708 -0.240522 -0.302872 -0.349611 -0.371296 -0.362853 -0.32448 -0.261615 -0.183988 -0.103912 -0.0341232 0.0144545 0.0346297 0.0242045 -0.0136403 -0.070905 -0.136179 -0.196645 -0.240335 -0.258234 -0.245862 -0.204066 -0.138866 -0.060403 0.0188511 0.0862805 0.131346 0.147437 0.133035 0.0919796 0.0327947 -0.0328093 -0.0919942 -0.13305 -0.147452 -0.13136 -0.0862946 -0.018865 0.0603893 0.138853 0.204052 0.245849 0.258221 0.240323 0.196633 0.136167 0.070894 0.0136297 -0.0242146 -0.0346393 -0.0144635 0.0341147 0.103904 0.18398 0.261608 0.324474 0.362848 0.371292 0.349607 0.302869 0.240519 0.174706 0.118131 0.0818066 0.0731007 0.0944228 0.142774 0.210239 0.285339 0.354996 0.406762 0.43092 0.422077 0.379955 0.309237 0.218458 0.118111 0.0182457 -0.0740984 -0.157314 -0.237284 -0.329074 -0.458546 -0.66451 -1.00235 -1.54966 -2.41148 -3.71008 -5.50475 -7.49917 -8.47303 
5.14963 4.15999 3.0688 2.14373 1.45237 0.973167 0.657385 0.454406 0.32032 0.220478 0.13016 0.0345371 -0.0719625 -0.186985 -0.302297 -0.40639 -0.487323 -0.535415 -0.545376 -0.51756 -0.458138 -0.37819 -0.2919 -0.214164 -0.158055 -0.13259 -0.141195 -0.181145 -0.244072 -0.317467 -0.386894 -0.438551 -0.461706 -0.450594 -0.405444 -0.332443 -0.242655 -0.150082 -0.0692065 -0.0124493 0.0120121 0.00167799 -0.0398358 -0.103434 -0.176144 -0.243393 -0.291574 -0.310436 -0.294888 -0.245889 -0.170287 -0.0796078 0.0119663 0.0900929 0.14279 0.162541 0.147622 0.102397 0.0365587 -0.0365781 -0.102416 -0.147641 -0.162561 -0.142809 -0.0901118 -0.0119849 0.0795895 0.170269 0.245871 0.29487 0.31042 0.291558 0.243377 0.176129 0.10342 0.0398217 -0.00169138 -0.0120249 0.0124373 0.0691952 0.150071 0.242645 0.332434 0.405436 0.450587 0.4617 0.438546 0.38689 0.317464 0.24407 0.181144 0.141195 0.132591 0.158057 0.214167 0.291904 0.378196 0.458144 0.517568 0.545385 0.535425 0.487335 0.406403 0.302311 0.186999 0.0719784 -0.03452 -0.130142 -0.220459 -0.3203 -0.454384 -0.657362 -0.973143 -1.45234 -2.14371 -3.06878 -4.15996 -5.1496 -5.56884 
3.44663 2.94886 2.30235 1.68488 1.1797 0.805042 0.545327 0.37125 0.250985 0.156223 0.0654606 -0.034394 -0.147725 -0.271089 -0.395101 -0.507073 -0.593979 -0.645304 -0.655316 -0.624395 -0.559211 -0.471738 -0.377304 -0.292005 -0.229966 -0.200936 -0.208625 -0.250102 -0.316344 -0.393855 -0.46706 -0.521065 -0.544291 -0.53052 -0.480001 -0.399416 -0.300711 -0.199001 -0.109921 -0.0468805 -0.0187066 -0.0280986 -0.0711539 -0.138055 -0.214799 -0.285654 -0.335934 -0.354572 -0.336072 -0.281471 -0.198157 -0.0985747 0.00196964 0.087994 0.146565 0.16957 0.155148 0.108011 0.0386217 -0.038646 -0.108035 -0.155172 -0.169594 -0.146589 -0.0880175 -0.00199283 0.0985518 0.198135 0.281449 0.336051 0.354551 0.335914 0.285635 0.21478 0.138037 0.0711364 0.0280819 0.0186907 0.0468655 0.109907 0.198988 0.300699 0.399405 0.479991 0.530511 0.544284 0.521059 0.467055 0.393851 0.316341 0.250101 0.208625 0.200938 0.229969 0.292009 0.37731 0.471745 0.559219 0.624405 0.655327 0.645317 0.593993 0.507089 0.395118 0.271107 0.147745 0.0344154 -0.0654378 -0.156199 -0.250959 -0.371223 -0.545299 -0.805012 -1.17966 -1.68485 -2.30232 -2.94883 -3.44659 -3.62946 
2.15546 1.91858 1.54783 1.15637 0.813283 0.546471 0.355519 0.224176 0.129824 0.0500559 -0.0329846 -0.130082 -0.244013 -0.370052 -0.497681 -0.613183 -0.702653 -0.754921 -0.763892 -0.729919 -0.659972 -0.566599 -0.465868 -0.374659 -0.307791 -0.275491 -0.281655 -0.323217 -0.390722 -0.470024 -0.544798 -0.59943 -0.621783 -0.605341 -0.550367 -0.463869 -0.358375 -0.249736 -0.154347 -0.0862681 -0.0547561 -0.0626419 -0.105833 -0.174037 -0.252569 -0.324937 -0.375738 -0.393369 -0.372067 -0.312918 -0.223671 -0.11737 -0.0100667 0.0820076 0.145292 0.171281 0.158022 0.11046 0.0395641 -0.0395932 -0.110489 -0.158051 -0.17131 -0.14532 -0.0820357 0.0100389 0.117343 0.223644 0.312892 0.372041 0.393344 0.375713 0.324913 0.252547 0.174015 0.105812 0.0626219 0.0547371 0.0862501 0.154331 0.249721 0.358361 0.463856 0.550355 0.60533 0.621774 0.599423 0.544791 0.470019 0.390718 0.323215 0.281655 0.275492 0.307795 0.374664 0.465874 0.566607 0.659982 0.729931 0.763906 0.754936 0.70267 0.613201 0.497701 0.370074 0.244037 0.130107 0.033012 -0.0500268 -0.129793 -0.224144 -0.355484 -0.546435 -0.813245 -1.15634 -1.54779 -1.91854 -2.15542 -2.22367 
1.14588 1.05428 0.854981 0.622126 0.407384 0.236532 0.113988 0.0300061 -0.0322443 -0.0907509 -0.160211 -0.249169 -0.358752 -0.482936 -0.610124 -0.725685 -0.814966 -0.866248 -0.873115 -0.835843 -0.761562 -0.663169 -0.557203 -0.461049 -0.389971 -0.354508 -0.358674 -0.399311 -0.466677 -0.546197 -0.621049 -0.675147 -0.695981 -0.676841 -0.617998 -0.526677 -0.415789 -0.301669 -0.201213 -0.128912 -0.0943048 -0.100309 -0.142708 -0.210894 -0.289734 -0.362231 -0.412513 -0.428623 -0.404618 -0.34162 -0.247612 -0.136036 -0.0234332 0.0734701 0.1407 0.169492 0.157836 0.110825 0.0397686 -0.0398024 -0.110859 -0.157869 -0.169525 -0.140733 -0.0735029 0.0234008 0.136004 0.24758 0.341589 0.404588 0.428593 0.412485 0.362204 0.289707 0.210869 0.142684 0.100286 0.0942827 0.128891 0.201194 0.301651 0.415772 0.526662 0.617984 0.676828 0.695971 0.675138 0.621042 0.546192 0.466673 0.399309 0.358674 0.354509 0.389975 0.461054 0.55721 0.663178 0.761573 0.835856 0.87313 0.866265 0.814986 0.725707 0.610148 0.482961 0.358779 0.249199 0.160243 0.0907848 0.0322802 -0.0299682 -0.113948 -0.23649 -0.40734 -0.62208 -0.854933 -1.05423 -1.14583 -1.15432 
0.340833 0.329769 0.236653 0.112389 -0.00561064 -0.097224 -0.158219 -0.196001 -0.224379 -0.258517 -0.310778 -0.387864 -0.489446 -0.608324 -0.73193 -0.844827 -0.931718 -0.980405 -0.984178 -0.943202 -0.864664 -0.761662 -0.65102 -0.550437 -0.47546 -0.436822 -0.43861 -0.477599 -0.543854 -0.622515 -0.69643 -0.749197 -0.768065 -0.746189 -0.683851 -0.588413 -0.473039 -0.354384 -0.249675 -0.173685 -0.136139 -0.140012 -0.181004 -0.2483 -0.32647 -0.398186 -0.447264 -0.461512 -0.434872 -0.368486 -0.270493 -0.154597 -0.0376596 0.0632651 0.133931 0.165405 0.155636 0.109821 0.0394879 -0.0395264 -0.10986 -0.155675 -0.165443 -0.133969 -0.0633025 0.0376227 0.15456 0.270457 0.368451 0.434838 0.461478 0.447231 0.398155 0.32644 0.248271 0.180976 0.139985 0.136114 0.173661 0.249653 0.354363 0.473019 0.588395 0.683835 0.746175 0.768052 0.749186 0.696421 0.622508 0.54385 0.477596 0.43861 0.436824 0.475465 0.550443 0.651028 0.761673 0.864677 0.943217 0.984195 0.980425 0.93174 0.844852 0.731957 0.608353 0.489478 0.387898 0.310815 0.258555 0.22442 0.196045 0.158264 0.0972718 0.00566063 -0.112337 -0.236599 -0.329712 -0.340774 -0.318805 
-0.310336 -0.280586 -0.309563 -0.360986 -0.4082 -0.437106 -0.445752 -0.44152 -0.437077 -0.446071 -0.47936 -0.542298 -0.633403 -0.744495 -0.862181 -0.970337 -1.05311 -1.09789 -1.09769 -1.05255 -0.969635 -0.862147 -0.747072 -0.642295 -0.563534 -0.521638 -0.520733 -0.557543 -0.622001 -0.699054 -0.77133 -0.822218 -0.838801 -0.81415 -0.748545 -0.649443 -0.530173 -0.407601 -0.299169 -0.219836 -0.179452 -0.181026 -0.220204 -0.286034 -0.36289 -0.433224 -0.480646 -0.492811 -0.463583 -0.394115 -0.29265 -0.173065 -0.0524332 0.0519774 0.125742 0.159813 0.152118 0.107918 0.0388887 -0.038932 -0.107961 -0.152161 -0.159856 -0.125784 -0.0520194 0.0523918 0.173024 0.29261 0.394076 0.463544 0.492774 0.48061 0.433189 0.362856 0.286001 0.220173 0.180996 0.179423 0.21981 0.299144 0.407578 0.530152 0.649424 0.748527 0.814134 0.838788 0.822206 0.771321 0.699047 0.621997 0.55754 0.520733 0.52164 0.563538 0.642302 0.747081 0.862159 0.969649 1.05256 1.09771 1.09791 1.05314 0.970365 0.862212 0.744528 0.633438 0.542336 0.479401 0.446114 0.437123 0.441569 0.445803 0.437159 0.408256 0.361044 0.309624 0.280649 0.310402 0.344948 
-0.845391 -0.800111 -0.792369 -0.795945 -0.792304 -0.772756 -0.738276 -0.697358 -0.662661 -0.647243 -0.661131 -0.7088 -0.787929 -0.889582 -0.999699 -1.10159 -1.17894 -1.21877 -1.21386 -1.16408 -1.07658 -0.964572 -0.845119 -0.736213 -0.653665 -0.60839 -0.604528 -0.638761 -0.70093 -0.775848 -0.845993 -0.894614 -0.908684 -0.881212 -0.812479 -0.710001 -0.587216 -0.461125 -0.349314 -0.266864 -0.223703 -0.222866 -0.259961 -0.323945 -0.399062 -0.467619 -0.51309 -0.523026 -0.491241 -0.418897 -0.314303 -0.191447 -0.0675453 0.039995 0.11663 0.153242 0.147739 0.105428 0.0380814 -0.0381294 -0.105476 -0.147787 -0.15329 -0.116677 -0.0400415 0.0674994 0.191402 0.314258 0.418854 0.491198 0.522985 0.513049 0.46758 0.399024 0.323909 0.259927 0.222833 0.223671 0.266834 0.349286 0.461099 0.587192 0.709979 0.812459 0.881194 0.908669 0.894601 0.845983 0.77584 0.700925 0.638758 0.604528 0.608392 0.653671 0.73622 0.84513 0.964585 1.0766 1.1641 1.21388 1.2188 1.17897 1.10162 0.999733 0.889618 0.787968 0.708842 0.661177 0.647291 0.662712 0.697412 0.738332 0.772815 0.792366 0.79601 0.792437 0.800181 0.845464 0.881143 
