
4.79923e-31 0.043946 0.168059 0.350522 0.55926 0.757582 0.910625 0.991487 0.985953 0.894997 0.734606 0.532976 0.325549 0.148788 0.0337639 0.000696795 0.0553991 0.188255 0.375911 0.585379 0.77984 0.925109 0.99565 0.979065 0.878267 0.710977 0.5066 0.301063 0.130496 0.0248813 0.00278524 0.0680915 0.20932 0.401646 0.61126 0.801317 0.938407 0.998433 0.970841 0.860484 0.686759 0.480205 0.277131 0.113233 0.017323 0.00625951 0.0819876 0.231196 0.427655 0.636831 0.821955 0.950484 0.999826 0.961306 0.841696 0.662021 0.453866 0.25382 0.0970489 0.0111099 0.0111099 0.0970489 0.25382 0.453866 0.662021 0.841696 0.961306 0.999826 0.950484 0.821955 0.636831 0.427655 0.231196 0.0819876 0.00625951 0.017323 0.113233 0.277131 0.480205 0.686759 0.860484 0.970841 0.998433 0.938407 0.801317 0.61126 0.401646 0.20932 0.0680915 0.00278524 0.0248813 0.130496 0.301063 0.5066 0.710977 0.878267 0.979065 0.99565 0.925109 0.77984 0.585379 0.375911 0.188255 0.0553991 0.000696795 0.0337639 0.148788 0.325549 0.532976 0.734606 0.894997 0.985953 0.991487 0.910625 0.757582 0.55926 0.350522 0.168059 0.043946 4.79923e-31 
0.043946 0.0878919 0.212005 0.394468 0.603206 0.801528 0.954571 1.03543 1.0299 0.938943 0.778552 0.576922 0.369495 0.192734 0.0777098 0.0446427 0.0993451 0.232201 0.419857 0.629325 0.823786 0.969055 1.0396 1.02301 0.922213 0.754923 0.550546 0.345009 0.174441 0.0688273 0.0467312 0.112037 0.253266 0.445592 0.655206 0.845263 0.982353 1.04238 1.01479 0.90443 0.730705 0.524151 0.321077 0.157179 0.0612689 0.0502055 0.125934 0.275142 0.471601 0.680777 0.865901 0.99443 1.04377 1.00525 0.885642 0.705967 0.497812 0.297766 0.140995 0.0550559 0.0550559 0.140995 0.297766 0.497812 0.705967 0.885642 1.00525 1.04377 0.99443 0.865901 0.680777 0.471601 0.275142 0.125934 0.0502055 0.0612689 0.157179 0.321077 0.524151 0.730705 0.90443 1.01479 1.04238 0.982353 0.845263 0.655206 0.445592 0.253266 0.112037 0.0467312 0.0688273 0.174441 0.345009 0.550546 0.754923 0.922213 1.02301 1.0396 0.969055 0.823786 0.629325 0.419857 0.232201 0.0993451 0.0446427 0.0777098 0.192734 0.369495 0.576922 0.778552 0.938943 1.0299 1.03543 0.954571 0.801528 0.603206 0.394468 0.212005 0.0878919 0.043946 
0.168059 0.212005 0.336118 0.51858 0.727319 0.925641 1.07868 1.15955 1.15401 1.06306 0.902665 0.701035 0.493608 0.316847 0.201823 0.168756 0.223458 0.356314 0.54397 0.753438 0.947898 1.09317 1.16371 1.14712 1.04633 0.879036 0.674659 0.469122 0.298554 0.19294 0.170844 0.23615 0.377379 0.569705 0.779319 0.969376 1.10647 1.16649 1.1389 1.02854 0.854818 0.648264 0.44519 0.281292 0.185382 0.174318 0.250046 0.399254 0.595714 0.80489 0.990014 1.11854 1.16788 1.12936 1.00975 0.83008 0.621925 0.421879 0.265108 0.179169 0.179169 0.265108 0.421879 0.621925 0.83008 1.00975 1.12936 1.16788 1.11854 0.990014 0.80489 0.595714 0.399254 0.250046 0.174318 0.185382 0.281292 0.44519 0.648264 0.854818 1.02854 1.1389 1.16649 1.10647 0.969376 0.779319 0.569705 0.377379 0.23615 0.170844 0.19294 0.298554 0.469122 0.674659 0.879036 1.04633 1.14712 1.16371 1.09317 0.947898 0.753438 0.54397 0.356314 0.223458 0.168756 0.201823 0.316847 0.493608 0.701035 0.902665 1.06306 1.15401 1.15955 1.07868 0.925641 0.727319 0.51858 0.336118 0.212005 0.168059 
0.350522 0.394468 0.51858 0.701043 0.909782 1.1081 1.26115 1.34201 1.33647 1.24552 1.08513 0.883498 0.676071 0.499309 0.384285 0.351218 0.405921 0.538777 0.726432 0.935901 1.13036 1.27563 1.34617 1.32959 1.22879 1.0615 0.857121 0.651584 0.481017 0.375403 0.353307 0.418613 0.559842 0.752167 0.961782 1.15184 1.28893 1.34895 1.32136 1.21101 1.03728 0.830727 0.627652 0.463755 0.367845 0.356781 0.432509 0.581717 0.778177 0.987353 1.17248 1.30101 1.35035 1.31183 1.19222 1.01254 0.804387 0.604342 0.44757 0.361632 0.361632 0.44757 0.604342 0.804387 1.01254 1.19222 1.31183 1.35035 1.30101 1.17248 0.987353 0.778177 0.581717 0.432509 0.356781 0.367845 0.463755 0.627652 0.830727 1.03728 1.21101 1.32136 1.34895 1.28893 1.15184 0.961782 0.752167 0.559842 0.418613 0.353307 0.375403 0.481017 0.651584 0.857121 1.0615 1.22879 1.32959 1.34617 1.27563 1.13036 0.935901 0.726432 0.538777 0.405921 0.351218 0.384285 0.499309 0.676071 0.883498 1.08513 1.24552 1.33647 1.34201 1.26115 1.1081 0.909782 0.701043 0.51858 0.394468 0.350522 
0.55926 0.603206 0.727319 0.909782 1.11852 1.31684 1.46989 1.55075 1.54521 1.45426 1.29387 1.09224 0.884809 0.708048 0.593024 0.559957 0.614659 0.747515 0.935171 1.14464 1.3391 1.48437 1.55491 1.53833 1.43753 1.27024 1.06586 0.860323 0.689756 0.584142 0.562045 0.627352 0.76858 0.960906 1.17052 1.36058 1.49767 1.55769 1.5301 1.41974 1.24602 1.03947 0.836391 0.672493 0.576583 0.56552 0.641248 0.790456 0.986915 1.19609 1.38122 1.50974 1.55909 1.52057 1.40096 1.22128 1.01313 0.81308 0.656309 0.57037 0.57037 0.656309 0.81308 1.01313 1.22128 1.40096 1.52057 1.55909 1.50974 1.38122 1.19609 0.986915 0.790456 0.641248 0.56552 0.576583 0.672493 0.836391 1.03947 1.24602 1.41974 1.5301 1.55769 1.49767 1.36058 1.17052 0.960906 0.76858 0.627352 0.562045 0.584142 0.689756 0.860323 1.06586 1.27024 1.43753 1.53833 1.55491 1.48437 1.3391 1.14464 0.935171 0.747515 0.614659 0.559957 0.593024 0.708048 0.884809 1.09224 1.29387 1.45426 1.54521 1.55075 1.46989 1.31684 1.11852 0.909782 0.727319 0.603206 0.55926 
0.757582 0.801528 0.925641 1.1081 1.31684 1.51516 1.66821 1.74907 1.74353 1.65258 1.49219 1.29056 1.08313 0.90637 0.791346 0.758279 0.812981 0.945837 1.13349 1.34296 1.53742 1.68269 1.75323 1.73665 1.63585 1.46856 1.26418 1.05864 0.888077 0.782463 0.760367 0.825673 0.966902 1.15923 1.36884 1.5589 1.69599 1.75601 1.72842 1.61807 1.44434 1.23779 1.03471 0.870815 0.774905 0.763841 0.83957 0.988777 1.18524 1.39441 1.57954 1.70807 1.75741 1.71889 1.59928 1.4196 1.21145 1.0114 0.854631 0.768692 0.768692 0.854631 1.0114 1.21145 1.4196 1.59928 1.71889 1.75741 1.70807 1.57954 1.39441 1.18524 0.988777 0.83957 0.763841 0.774905 0.870815 1.03471 1.23779 1.44434 1.61807 1.72842 1.75601 1.69599 1.5589 1.36884 1.15923 0.966902 0.825673 0.760367 0.782463 0.888077 1.05864 1.26418 1.46856 1.63585 1.73665 1.75323 1.68269 1.53742 1.34296 1.13349 0.945837 0.812981 0.758279 0.791346 0.90637 1.08313 1.29056 1.49219 1.65258 1.74353 1.74907 1.66821 1.51516 1.31684 1.1081 0.925641 0.801528 0.757582 
0.910625 0.954571 1.07868 1.26115 1.46989 1.66821 1.82125 1.90211 1.89658 1.80562 1.64523 1.4436 1.23617 1.05941 0.944389 0.911322 0.966024 1.09888 1.28654 1.496 1.69046 1.83573 1.90628 1.88969 1.78889 1.6216 1.41722 1.21169 1.04112 0.935506 0.91341 0.978716 1.11995 1.31227 1.52189 1.71194 1.84903 1.90906 1.88147 1.77111 1.59738 1.39083 1.18776 1.02386 0.927948 0.916884 0.992612 1.14182 1.33828 1.54746 1.73258 1.86111 1.91045 1.87193 1.75232 1.57265 1.36449 1.16444 1.00767 0.921735 0.921735 1.00767 1.16444 1.36449 1.57265 1.75232 1.87193 1.91045 1.86111 1.73258 1.54746 1.33828 1.14182 0.992612 0.916884 0.927948 1.02386 1.18776 1.39083 1.59738 1.77111 1.88147 1.90906 1.84903 1.71194 1.52189 1.31227 1.11995 0.978716 0.91341 0.935506 1.04112 1.21169 1.41722 1.6216 1.78889 1.88969 1.90628 1.83573 1.69046 1.496 1.28654 1.09888 0.966024 0.911322 0.944389 1.05941 1.23617 1.4436 1.64523 1.80562 1.89658 1.90211 1.82125 1.66821 1.46989 1.26115 1.07868 0.954571 0.910625 
0.991487 1.03543 1.15955 1.34201 1.55075 1.74907 1.90211 1.98297 1.97744 1.88648 1.72609 1.52446 1.31704 1.14027 1.02525 0.992183 1.04689 1.17974 1.3674 1.57687 1.77133 1.9166 1.98714 1.97055 1.86975 1.70246 1.49809 1.29255 1.12198 1.01637 0.994272 1.05958 1.20081 1.39313 1.60275 1.7928 1.92989 1.98992 1.96233 1.85197 1.67825 1.47169 1.26862 1.10472 1.00881 0.997746 1.07347 1.22268 1.41914 1.62832 1.81344 1.94197 1.99131 1.95279 1.83318 1.65351 1.44535 1.24531 1.08854 1.0026 1.0026 1.08854 1.24531 1.44535 1.65351 1.83318 1.95279 1.99131 1.94197 1.81344 1.62832 1.41914 1.22268 1.07347 0.997746 1.00881 1.10472 1.26862 1.47169 1.67825 1.85197 1.96233 1.98992 1.92989 1.7928 1.60275 1.39313 1.20081 1.05958 0.994272 1.01637 1.12198 1.29255 1.49809 1.70246 1.86975 1.97055 1.98714 1.9166 1.77133 1.57687 1.3674 1.17974 1.04689 0.992183 1.02525 1.14027 1.31704 1.52446 1.72609 1.88648 1.97744 1.98297 1.90211 1.74907 1.55075 1.34201 1.15955 1.03543 0.991487 
0.985953 1.0299 1.15401 1.33647 1.54521 1.74353 1.89658 1.97744 1.97191 1.88095 1.72056 1.51893 1.3115 1.13474 1.01972 0.98665 1.04135 1.17421 1.36186 1.57133 1.76579 1.91106 1.9816 1.96502 1.86422 1.69693 1.49255 1.28702 1.11645 1.01083 0.988738 1.05404 1.19527 1.3876 1.59721 1.78727 1.92436 1.98439 1.95679 1.84644 1.67271 1.46616 1.26308 1.09919 1.00328 0.992212 1.06794 1.21715 1.41361 1.62278 1.80791 1.93644 1.98578 1.94726 1.82765 1.64797 1.43982 1.23977 1.083 0.997063 0.997063 1.083 1.23977 1.43982 1.64797 1.82765 1.94726 1.98578 1.93644 1.80791 1.62278 1.41361 1.21715 1.06794 0.992212 1.00328 1.09919 1.26308 1.46616 1.67271 1.84644 1.95679 1.98439 1.92436 1.78727 1.59721 1.3876 1.19527 1.05404 0.988738 1.01083 1.11645 1.28702 1.49255 1.69693 1.86422 1.96502 1.9816 1.91106 1.76579 1.57133 1.36186 1.17421 1.04135 0.98665 1.01972 1.13474 1.3115 1.51893 1.72056 1.88095 1.97191 1.97744 1.89658 1.74353 1.54521 1.33647 1.15401 1.0299 0.985953 
0.894997 0.938943 1.06306 1.24552 1.45426 1.65258 1.80562 1.88648 1.88095 1.78999 1.6296 1.42797 1.22055 1.04378 0.92876 0.895693 0.950396 1.08325 1.27091 1.48038 1.67484 1.82011 1.89065 1.87406 1.77326 1.60597 1.4016 1.19606 1.02549 0.919878 0.897782 0.963088 1.10432 1.29664 1.50626 1.69631 1.8334 1.89343 1.86584 1.75548 1.58176 1.3752 1.17213 1.00823 0.91232 0.901256 0.976984 1.12619 1.32265 1.53183 1.71695 1.84548 1.89482 1.8563 1.73669 1.55702 1.34886 1.14882 0.992045 0.906107 0.906107 0.992045 1.14882 1.34886 1.55702 1.73669 1.8563 1.89482 1.84548 1.71695 1.53183 1.32265 1.12619 0.976984 0.901256 0.91232 1.00823 1.17213 1.3752 1.58176 1.75548 1.86584 1.89343 1.8334 1.69631 1.50626 1.29664 1.10432 0.963088 0.897782 0.919878 1.02549 1.19606 1.4016 1.60597 1.77326 1.87406 1.89065 1.82011 1.67484 1.48038 1.27091 1.08325 0.950396 0.895693 0.92876 1.04378 1.22055 1.42797 1.6296 1.78999 1.88095 1.88648 1.80562 1.65258 1.45426 1.24552 1.06306 0.938943 0.894997 
