
219.683 219.834 -29.3292 -23.4448 -18.2725 -12.8277 -5.55415 4.7172 15.6021 8.03054e-320 
64.5131 74.3605 7.35767 -11.5416 -16.2681 -16.5223 -16.5176 -22.9375 -57.5191 -198.944 
-35.9856 5.74294 -4.05389 -13.806 -18.7306 -20.4707 -21.0512 -22.4252 -23.7924 -0 
-15.2466 -11.3414 -15.5023 -20.8899 -24.3698 -25.5707 -24.7832 -21.9117 -15.2172 -0 
-13.6526 -20.3526 -25.7169 -29.8744 -32.281 -32.6522 -30.5923 -25.2144 -15.1576 -0 
-19.0083 -30.6968 -37.1355 -40.607 -42.225 -42.162 -39.7165 -33.1931 -20.1961 -0 
-31.6867 -46.2933 -51.5242 -53.196 -53.8526 -54.057 -52.9215 -47.6482 -32.4366 -0 
-61.4521 -71.2727 -69.4789 -66.8072 -65.9394 -67.299 -70.2714 -72.0485 -61.9091 -0 
-142.857 -107.874 -88.3195 -78.6224 -75.8069 -78.936 -88.8245 -108.373 -143.159 -198.944 
97.362 134.416 150.287 157.158 159.07 157.028 150.078 134.208 97.2348 -0 
